"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"323",1,2,3,2,25,0.31,2,43844,27,15,28,10,10,10,11,25,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"324",0,2,11,2,25,-0.12,2,43844,27,15,28,10,10,10,11,25,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"325",0,2,1,2,25,0.02,2,43844,27,15,28,10,10,10,11,25,2,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"326",0,2,17,2,25,0.75,2,46138,25,20,30,15,5,5,11,25,2,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"327",1,2,14,2,25,0.62,2,46138,25,20,30,15,5,5,11,25,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"328",1,2,21,2,25,0.54,2,46138,25,20,30,15,5,5,11,25,2,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"329",1,2,1,2,25,0.27,2,46138,25,20,30,15,5,5,11,25,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"330",1,2,16,2,27,0.52,2,46138,20,20,20,15,5,20,11,27,2,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"331",0,2,11,2,27,0.16,2,46138,20,20,20,15,5,20,11,27,2,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"332",1,2,15,2,27,0.74,2,46138,20,20,20,15,5,20,11,27,2,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"333",0,2,7,2,27,0.48,2,46138,20,20,20,15,5,20,11,27,2,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"334",0,2,20,2,27,0.23,2,46138,20,20,20,15,5,20,11,27,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"335",1,2,21,1,23,-0.15,7,46138,25,15,20,20,10,10,11,23,1,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"336",0,2,7,1,23,-0.41,7,46138,25,15,20,20,10,10,11,23,1,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"337",1,2,4,1,23,0.1,7,46138,25,15,20,20,10,10,11,23,1,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"338",1,2,1,1,23,0.21,7,46138,25,15,20,20,10,10,11,23,1,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"339",1,2,20,4,27,-0.02,7,46138,50,10,10,10,10,10,11,27,4,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"340",1,2,14,4,27,-0.11,7,46138,50,10,10,10,10,10,11,27,4,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"341",1,2,10,4,27,0.26,7,46138,50,10,10,10,10,10,11,27,4,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"342",1,2,5,4,27,0.08,7,46138,50,10,10,10,10,10,11,27,4,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"343",1,2,17,4,27,0.16,7,46138,50,10,10,10,10,10,11,27,4,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"344",0,2,2,4,27,-0.51,7,46138,50,10,10,10,10,10,11,27,4,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"345",1,2,11,4,27,0.74,7,46138,50,10,10,10,10,10,11,27,4,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"346",1,2,10,2,27,0.26,6,46138,25,20,25,20,10,0,11,27,2,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"347",0,2,8,2,27,0.43,6,46138,25,20,25,20,10,0,11,27,2,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"348",0,2,1,2,27,0.32,6,46138,25,20,25,20,10,0,11,27,2,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"349",0,2,3,2,27,0.24,6,46138,25,20,25,20,10,0,11,27,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"350",0,2,21,2,27,0.41,6,46138,25,20,25,20,10,0,11,27,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"351",1,2,1,6,24,0.01,7,46138,20,20,25,25,5,5,11,24,6,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"352",1,2,19,6,24,-0.42,7,46138,20,20,25,25,5,5,11,24,6,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"353",1,2,14,6,24,-0.09,7,46138,20,20,25,25,5,5,11,24,6,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"354",1,2,12,6,24,-0.19,7,46138,20,20,25,25,5,5,11,24,6,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"355",1,2,18,6,24,0.24,7,46138,20,20,25,25,5,5,11,24,6,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"356",0,2,12,2,22,0.13,2,46138,10,15,25,15,15,20,11,22,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"357",0,2,16,2,22,-0.01,2,46138,10,15,25,15,15,20,11,22,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"358",1,2,11,2,22,0.22,2,46138,10,15,25,15,15,20,11,22,2,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"359",1,2,1,2,22,0.26,2,46138,10,15,25,15,15,20,11,22,2,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"360",0,2,2,2,22,0.22,2,46138,10,15,25,15,15,20,11,22,2,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"361",1,2,6,2,22,-0.08,2,46138,10,15,25,15,15,20,11,22,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"362",0,2,8,2,22,-0.59,2,46138,10,15,25,15,15,20,11,22,2,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"363",1,2,10,2,22,0.15,2,46138,10,15,25,15,15,20,11,22,2,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"364",1,2,3,2,22,-0.22,2,46138,10,15,25,15,15,20,11,22,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"365",1,2,16,4,22,0.64,6,46138,35,40,5,5,7,8,11,22,4,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"366",1,2,5,4,22,-0.09,6,46138,35,40,5,5,7,8,11,22,4,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"367",0,2,2,4,22,0.57,6,46138,35,40,5,5,7,8,11,22,4,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"368",1,2,3,4,22,0.1,6,46138,35,40,5,5,7,8,11,22,4,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"369",1,2,19,4,22,0.01,6,46138,35,40,5,5,7,8,11,22,4,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"370",1,2,18,4,22,0.01,6,46138,35,40,5,5,7,8,11,22,4,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"371",1,2,8,4,22,0.25,6,46138,35,40,5,5,7,8,11,22,4,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"372",0,2,14,2,27,0.29,2,53196,20,20,15,25,10,10,11,27,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"373",0,2,1,2,27,0.38,2,53196,20,20,15,25,10,10,11,27,2,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"374",1,2,17,2,27,-0.22,2,53196,20,20,15,25,10,10,11,27,2,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"375",0,2,11,2,27,0.47,2,53196,20,20,15,25,10,10,11,27,2,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"376",0,2,18,2,27,0.65,2,53196,20,20,15,25,10,10,11,27,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"377",0,2,8,2,27,0.31,2,53196,20,20,15,25,10,10,11,27,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"378",1,2,9,2,27,0.42,2,53196,20,20,15,25,10,10,11,27,2,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"379",0,2,12,2,27,0.68,2,53196,20,20,15,25,10,10,11,27,2,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"380",0,2,8,4,28,0.09,7,53229,20,30,10,20,0,20,11,28,4,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"381",1,2,2,4,28,0.23,7,53229,20,30,10,20,0,20,11,28,4,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"382",0,2,3,4,28,-0.3,7,53229,20,30,10,20,0,20,11,28,4,36594,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"383",1,2,18,4,28,-0.13,7,53229,20,30,10,20,0,20,11,28,4,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"384",0,2,12,4,28,0.12,7,53229,20,30,10,20,0,20,11,28,4,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"385",0,2,19,4,28,0.53,7,53229,20,30,10,20,0,20,11,28,4,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"386",0,2,16,2,34,0.31,2,46138,30,10,30,10,5,15,11,34,2,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"387",0,2,20,2,34,0.53,2,46138,30,10,30,10,5,15,11,34,2,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"388",0,2,6,2,34,0.75,2,46138,30,10,30,10,5,15,11,34,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"389",0,2,1,2,34,0.51,2,46138,30,10,30,10,5,15,11,34,2,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"390",0,2,17,2,34,0.52,2,46138,30,10,30,10,5,15,11,34,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"391",1,2,7,2,34,0.23,2,46138,30,10,30,10,5,15,11,34,2,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"392",1,2,3,4,27,0.09,4,46138,20,20,15,15,12,18,11,27,4,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"393",1,2,19,4,27,-0.3,4,46138,20,20,15,15,12,18,11,27,4,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"394",1,2,2,4,27,0.3,4,46138,20,20,15,15,12,18,11,27,4,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"395",0,2,10,4,27,0.35,4,46138,20,20,15,15,12,18,11,27,4,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"396",1,2,14,4,27,0.38,4,46138,20,20,15,15,12,18,11,27,4,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"397",0,2,2,1,28,0.32,7,25786,20,18,20,17,10,15,11,28,1,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"398",0,2,4,1,28,0.28,7,25786,20,18,20,17,10,15,11,28,1,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"399",1,2,16,1,28,0.41,7,25786,20,18,20,17,10,15,11,28,1,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"400",0,2,20,1,28,-0.01,7,25786,20,18,20,17,10,15,11,28,1,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"401",1,2,11,1,28,0.53,7,25786,20,18,20,17,10,15,11,28,1,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"402",0,2,3,1,28,0.41,7,25786,20,18,20,17,10,15,11,28,1,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"403",0,2,17,1,28,-0.24,7,25786,20,18,20,17,10,15,11,28,1,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"404",1,2,7,1,28,-0.12,7,25786,20,18,20,17,10,15,11,28,1,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"405",0,2,8,3,28,0.27,7,46138,23,18,21,18,10,10,11,28,3,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"406",0,2,11,3,28,0.05,7,46138,23,18,21,18,10,10,11,28,3,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"407",1,2,5,3,28,0.06,7,46138,23,18,21,18,10,10,11,28,3,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"408",1,2,5,4,27,0.44,2,46138,17,19,18,17,11,18,12,27,4,39394,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"409",1,2,11,4,27,0.38,2,46138,17,19,18,17,11,18,12,27,4,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"410",1,2,4,4,27,0.03,2,46138,17,19,18,17,11,18,12,27,4,51663,2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4
"411",0,2,1,2,32,0.53,2,30587,20,20,20,20,10,10,12,32,2,40695,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"412",0,2,3,2,32,0.65,2,30587,20,20,20,20,10,10,12,32,2,37315,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"413",0,2,2,2,32,-0.3,2,30587,20,20,20,20,10,10,12,32,2,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"414",0,2,11,2,32,0.36,2,30587,20,20,20,20,10,10,12,32,2,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"415",1,2,4,2,32,0.46,2,30587,20,20,20,20,10,10,12,32,2,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"416",0,2,10,2,25,0.5,10,55080,24,15,20,20,8,13,12,25,2,37315,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"417",1,2,13,2,25,0.31,10,55080,24,15,20,20,8,13,12,25,2,41191,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"418",0,2,9,2,25,-0.62,10,55080,24,15,20,20,8,13,12,25,2,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"419",0,2,5,2,25,0.1,10,55080,24,15,20,20,8,13,12,25,2,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"420",0,2,4,4,29,0.24,7,57513,50,20,10,10,5,5,12,29,4,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"421",1,2,7,4,29,0.43,7,57513,50,20,10,10,5,5,12,29,4,16908,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"422",0,2,3,2,23,0.4,6,33772,25,5,30,15,5,20,12,23,2,51663,2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4
"423",0,2,6,2,23,0.54,6,33772,25,5,30,15,5,20,12,23,2,32563,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"424",0,2,2,2,23,0.36,6,33772,25,5,30,15,5,20,12,23,2,41191,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"425",1,2,1,2,23,0.55,6,33772,25,5,30,15,5,20,12,23,2,16908,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"426",0,2,12,2,27,0.17,6,46138,19,13,18,18,10,22,12,27,2,39394,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"427",1,2,4,2,27,-0.15,6,46138,19,13,18,18,10,22,12,27,2,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"428",0,2,7,2,27,-0.02,6,46138,19,13,18,18,10,22,12,27,2,37315,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"429",0,2,14,2,27,0.24,6,46138,19,13,18,18,10,22,12,27,2,32563,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"430",0,2,2,2,27,-0.18,6,46138,19,13,18,18,10,22,12,27,2,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"431",0,2,8,6,32,0.34,2,46138,20,10,30,20,10,10,12,32,6,37315,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"432",0,2,7,6,32,0.16,2,46138,20,10,30,20,10,10,12,32,6,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"433",0,2,2,6,32,0.63,2,46138,20,10,30,20,10,10,12,32,6,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"434",0,2,9,6,32,0.59,2,46138,20,10,30,20,10,10,12,32,6,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"435",1,2,4,6,32,0.48,2,46138,20,10,30,20,10,10,12,32,6,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"436",1,2,14,2,27,0.14,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,39394,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"437",1,2,13,2,27,0.76,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,51663,2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4
"438",0,2,11,2,27,0.58,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,16908,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"439",1,2,4,2,27,-0.21,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"440",0,2,2,2,25,0.12,7,31857,25,20,15,25,10,5,12,25,2,39394,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"441",0,2,14,2,25,0.36,7,31857,25,20,15,25,10,5,12,25,2,41191,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"442",0,2,10,2,25,0.1,7,31857,25,20,15,25,10,5,12,25,2,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"443",0,2,12,2,30,0.45,7,46138,50,0,20,20,0,10,12,30,2,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"444",1,2,3,2,30,0.56,7,46138,50,0,20,20,0,10,12,30,2,16908,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"445",0,2,10,2,30,-0.1,7,46138,50,0,20,20,0,10,12,30,2,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"446",1,2,5,6,29,0.11,7,46138,40,30,10,8,2,10,12,29,6,32563,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"447",0,2,11,6,29,0.13,7,46138,40,30,10,8,2,10,12,29,6,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"448",0,2,7,6,29,0.33,7,46138,40,30,10,8,2,10,12,29,6,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"449",1,2,14,2,26,-0.01,2,46138,20,25,20,10,5,20,12,26,2,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"450",0,2,7,2,36,0.35,2,23207,20,16,16,16,16,16,12,36,2,39394,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"451",0,2,13,2,36,0.47,2,23207,20,16,16,16,16,16,12,36,2,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"452",0,2,6,2,36,0.55,2,23207,20,16,16,16,16,16,12,36,2,51663,2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4
"453",0,2,5,2,36,0.63,2,23207,20,16,16,16,16,16,12,36,2,41191,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"454",0,2,3,2,36,0.45,2,23207,20,16,16,16,16,16,12,36,2,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"455",0,2,3,2,29,0.28,7,46138,30,15,15,20,10,10,12,29,2,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"456",0,2,5,2,29,0.3,7,46138,30,15,15,20,10,10,12,29,2,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"457",0,2,8,2,29,0.51,7,46138,30,15,15,20,10,10,12,29,2,16908,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"458",0,2,1,2,29,-0.08,7,46138,30,15,15,20,10,10,12,29,2,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"459",0,2,2,2,29,0.4,7,46138,30,15,15,20,10,10,12,29,2,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"460",0,1,10,4,30,0.48,2,46138,60,10,10,10,5,5,13,30,4,41191,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"461",0,1,4,4,30,0.11,2,46138,60,10,10,10,5,5,13,30,4,41191,1,7,3,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"462",0,1,8,2,23,-0.52,7,46138,50,5,15,20,10,0,13,23,2,41191,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"463",1,1,4,2,23,0.02,7,46138,50,5,15,20,10,0,13,23,2,41191,2,6,3,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5
"464",1,1,2,2,23,0.08,7,46138,50,5,15,20,10,0,13,23,2,41191,1,7,3,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"465",0,1,4,4,29,-0.17,4,46138,40,10,15,10,10,15,13,29,4,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"466",0,1,7,4,29,-0.26,4,46138,40,10,15,10,10,15,13,29,4,41191,1,4,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7
"467",0,1,6,4,29,-0.11,4,46138,40,10,15,10,10,15,13,29,4,41191,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"468",1,1,2,4,29,-0.1,4,46138,40,10,15,10,10,15,13,29,4,41191,2,6,3,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5
"469",1,1,5,4,29,0.08,4,46138,40,10,15,10,10,15,13,29,4,41191,2,3,1,2,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10
"470",0,1,3,4,29,0.12,4,46138,40,10,15,10,10,15,13,29,4,41191,6,6,2,2,3,2,7,7,10,10,3,1,4,10,2,10,7,6,8,2,1
"471",0,1,10,2,24,0.18,2,46138,20,10,20,20,15,15,13,24,2,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"472",1,1,4,2,24,-0.06,2,46138,20,10,20,20,15,15,13,24,2,41191,2,4,3,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6
"473",0,1,5,2,24,0.13,2,46138,20,10,20,20,15,15,13,24,2,41191,2,6,2,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6
"474",0,1,9,2,24,0.49,2,46138,20,10,20,20,15,15,13,24,2,41191,6,6,2,2,3,2,7,7,10,10,3,1,4,10,2,10,7,6,8,2,1
"475",0,1,7,2,24,0.09,2,46138,20,10,20,20,15,15,13,24,2,41191,1,6,3,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"476",0,1,5,3,25,0.48,17,46138,20,15,30,10,15,10,13,25,3,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"477",0,1,7,3,25,0.6,17,46138,20,15,30,10,15,10,13,25,3,41191,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"478",1,1,3,3,25,0.65,17,46138,20,15,30,10,15,10,13,25,3,41191,2,6,3,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5
"479",1,1,2,2,28,0.57,5,46138,17,17,17,17,16,16,13,28,2,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"480",1,1,6,2,28,-0.07,5,46138,17,17,17,17,16,16,13,28,2,41191,2,4,3,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6
"481",1,1,4,2,28,-0.09,5,46138,17,17,17,17,16,16,13,28,2,41191,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"482",0,1,9,2,28,0.24,5,46138,17,17,17,17,16,16,13,28,2,41191,1,6,3,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"483",1,1,8,6,27,0.63,7,46138,10,20,25,20,20,5,13,27,6,41191,2,6,2,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6
