"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"1097",0,2,19,2,27,0.27,13,46138,30,15,20,25,5,5,14,27,2,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"1098",0,1,4,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,2,6,2,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6
"1099",0,2,2,3,24,0.43,9,46138,20,10,20,20,10,20,15,24,3,41191,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4
"1100",0,2,4,2,24,0.51,6,46138,30,15,15,15,15,10,15,24,2,41191,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4
"1101",1,1,6,2,23,0.61,7,35848,30,0,30,15,15,10,20,23,2,48876,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6
"1102",0,2,13,2,27,0.58,6,46138,25,20,25,20,10,0,11,27,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"1103",0,2,15,2,27,0.61,6,46138,25,20,25,20,10,0,11,27,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"1104",1,2,2,2,24,0.36,2,46138,20,15,20,20,15,10,21,24,2,41191,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7
"1105",0,2,5,2,27,0.08,6,46138,19,13,18,18,10,22,12,27,2,40695,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"1106",1,1,7,4,22,0.68,1,66699,40,10,10,10,10,20,5,22,4,41191,1,1,1,10,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
"1107",0,2,7,4,27,0.59,7,46138,20,20,20,20,20,0,15,27,4,50501,2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7
"1108",0,2,13,2,26,0.09,7,46138,20,35,20,10,10,5,2,26,2,30038,2,6,2,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
"1109",0,2,3,6,23,0.24,1,52280,55,2,1,40,1,1,17,23,6,60000,4,6,3,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5
"1110",0,2,11,2,30,0.26,7,46138,35,10,20,25,5,5,21,30,2,20000,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"1111",1,2,9,4,22,-0.35,7,46138,40,8,10,12,10,20,4,22,4,41191,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2
"1112",0,2,8,6,29,0.18,7,46138,40,30,10,8,2,10,12,29,6,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"1113",0,2,10,2,24,0.72,5,46138,10,20,35,20,0,15,4,24,2,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"1114",1,2,7,2,30,0.31,7,29575,20,10,22,20,15,13,19,30,2,41191,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"1115",1,1,6,2,21,-0.13,5,46138,40,15,10,20,10,5,5,21,2,27094,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
"1116",0,2,10,2,34,0.37,2,46138,30,10,30,10,5,15,11,34,2,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"1117",1,2,8,4,27,0.62,4,46138,20,20,15,15,12,18,11,27,4,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"1118",0,2,2,2,27,0,7,46138,75,5,5,5,5,5,15,27,2,65693,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4
"1119",0,2,13,2,27,-0.26,7,55080,20,20,20,20,10,10,15,27,2,41191,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9
"1120",1,2,11,2,24,-0.09,2,46138,25,15,25,25,15,15,2,24,2,17134,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
"1121",0,2,15,2,26,0.21,7,76624,18,18,18,19,13,14,4,26,2,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"1122",0,2,11,2,25,0.19,10,55080,24,15,20,20,8,13,12,25,2,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"1123",0,2,15,4,23,-0.21,4,36673,15,25,20,10,10,20,21,23,4,15863,2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"1124",1,1,3,2,27,-0.03,7,46138,40,20,20,20,8,10,5,27,2,57213,1,3,1,7,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
"1125",0,2,16,2,27,0.33,2,26682,20,15,25,15,20,5,4,27,2,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"1126",0,2,2,2,30,0.48,7,46138,25,20,20,20,0,15,21,30,2,36510,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"1127",0,2,16,2,25,0.62,15,46138,70,0,15,15,0,0,21,25,2,41191,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
"1128",0,2,16,3,24,0.19,2,46138,30,10,20,20,10,10,11,24,3,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"1129",0,1,3,4,30,0.37,2,46138,60,10,10,10,5,5,13,30,4,41191,2,6,2,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6
"1130",0,1,3,1,27,0.03,6,53539,21,17,22,20,8,13,3,27,1,38022,2,6,5,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"1131",0,2,8,4,29,0.31,7,46138,15,20,20,20,5,20,19,29,4,41191,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"1132",1,2,11,2,21,0.29,7,46138,25,10,25,5,10,25,11,21,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"1133",0,2,15,2,30,-0.01,7,46138,40,10,20,10,0,20,21,30,2,41191,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9
"1134",0,2,7,4,23,0.11,4,36673,15,25,20,10,10,20,21,23,4,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"1135",0,2,8,2,27,-0.43,10,46138,30,15,15,20,5,15,14,27,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"1136",0,2,21,4,22,0.48,1,61686,20,5,25,25,5,20,21,22,4,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"1137",0,2,13,2,26,0.2,7,55550,40,5,20,10,10,15,4,26,2,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"1138",1,2,6,6,24,-0.33,7,46138,20,20,25,25,5,5,11,24,6,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"1139",1,2,3,2,30,-0.1,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"1140",1,2,13,2,30,0.32,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"1141",1,2,15,4,26,-0.05,5,46272,25,20,20,20,5,10,21,26,4,46280,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2
"1142",0,2,1,4,27,0.19,2,46138,17,19,18,17,11,18,12,27,4,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"1143",1,2,6,2,28,0.07,7,46138,20,20,20,20,0,20,21,28,2,41191,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7
"1144",1,2,17,2,39,0.43,2,51725,40,20,15,20,0,5,4,39,2,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"1145",0,2,14,2,24,0.74,6,46138,30,15,15,15,15,10,15,24,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"1146",1,2,19,4,25,0.21,7,62635,20,20,20,20,5,15,2,25,4,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1147",0,1,10,2,26,0.02,7,32159,25,10,20,20,15,10,3,26,2,41191,2,5,3,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"1148",0,1,4,4,20,0.19,10,46138,80,10,10,20,8,10,5,20,4,41191,1,3,1,11,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
"1149",1,2,2,2,34,0.59,7,80006,35,15,15,25,10,0,15,34,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"1150",1,2,15,4,22,0.18,7,46138,40,8,10,12,10,20,4,22,4,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"1151",0,2,5,3,24,0.19,9,46138,20,10,20,20,10,20,15,24,3,33906,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8
"1152",0,2,14,2,23,-0.57,1,29809,25,10,35,15,0,15,2,23,2,41191,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
"1153",0,2,13,1,27,0.46,7,55138,40,20,20,20,0,0,21,27,1,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"1154",1,1,9,4,30,0.7,2,46138,60,10,10,10,5,5,13,30,4,41191,2,3,1,2,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10
"1155",0,2,17,1,27,0.02,1,12063,35,10,20,15,10,10,2,27,1,24997,5,6,4,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
"1156",0,2,10,4,25,-0.01,7,62635,20,20,20,20,5,15,2,25,4,30038,2,6,2,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
"1157",0,2,22,2,30,-0.59,7,46138,30,3,30,30,3,4,21,30,2,15863,2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"1158",0,1,8,2,21,0.15,4,45360,20,15,20,15,12,18,5,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1159",1,1,10,2,22,0.69,4,55080,25,40,15,10,5,5,5,22,2,42390,5,4,3,6,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5
"1160",0,2,8,2,27,0.23,6,46138,19,13,18,18,10,22,12,27,2,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"1161",0,2,10,2,27,0.26,6,46138,14,18,17,16,15,20,14,27,2,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"1162",0,1,8,2,30,-0.05,2,38548,35,15,25,10,5,10,1,30,2,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"1163",1,2,9,2,21,0.61,7,46138,25,10,25,5,10,25,11,21,2,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"1164",1,2,13,2,24,-0.16,2,46138,25,35,30,10,0,0,2,24,2,48441,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
"1165",1,2,6,2,26,0.29,7,46138,20,35,20,10,10,5,2,26,2,48441,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
"1166",1,2,9,2,25,0.48,2,46138,60,20,0,20,0,0,11,25,2,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"1167",1,2,13,2,30,0.26,6,37994,25,25,25,25,0,0,19,30,2,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"1168",1,2,14,4,26,-0.16,5,46272,25,20,20,20,5,10,21,26,4,41191,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"1169",1,2,5,6,23,0.12,1,52280,55,2,1,40,1,1,17,23,6,47556,1,4,1,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3
"1170",1,2,1,4,27,0.17,7,46138,50,10,10,10,10,10,11,27,4,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"1171",1,2,5,1,23,-0.06,7,46138,25,15,20,20,10,10,11,23,1,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"1172",1,2,1,2,27,0.53,2,46138,20,20,20,15,5,20,11,27,2,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"1173",1,2,1,6,32,-0.19,6,35409,20,20,20,15,15,10,19,32,6,41191,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"1174",0,2,4,3,24,0.09,9,46138,20,10,20,20,10,20,15,24,3,50725,1,4,1,6,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2
"1175",0,1,3,2,28,0.67,15,84043,20,20,20,20,20,20,16,28,2,41191,1,5,3,3,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8
"1176",0,2,9,2,27,0.04,10,46138,30,15,15,20,5,15,14,27,2,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"1177",1,1,3,2,22,0.21,7,46138,21,20,19,20,10,10,3,22,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1178",0,2,20,2,32,0.39,7,46138,50,0,10,30,0,10,21,32,2,41191,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1
"1179",0,2,3,2,28,0.58,2,46138,40,20,20,20,0,0,19,28,2,41191,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7
"1180",1,1,5,4,24,-0.09,2,46138,17,16,17,17,17,16,16,24,4,31486,5,4,2,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4
"1181",0,2,1,2,26,-0.05,7,55550,40,5,20,10,10,15,4,26,2,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"1182",0,2,10,3,28,0.22,7,46138,23,18,21,18,10,10,11,28,3,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"1183",1,1,6,6,25,0.67,2,46138,20,20,20,20,10,10,10,25,6,41191,3,7,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8
"1184",1,1,2,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,1,4,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7
"1185",0,2,3,4,26,-0.4,7,46138,25,20,10,20,15,10,14,26,4,41191,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5
"1186",0,2,20,2,22,0.11,2,46138,10,15,25,15,15,20,11,22,2,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"1187",0,2,4,2,21,0.1,1,46138,35,5,30,20,5,5,17,21,2,41191,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10
"1188",1,2,20,2,27,0.37,9,69487,40,0,10,50,0,0,14,27,2,41191,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8
"1189",0,1,9,2,22,0.3,4,55080,25,40,15,10,5,5,5,22,2,57213,1,3,1,7,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
"1190",0,2,15,3,24,0.1,2,46138,30,10,20,20,10,10,11,24,3,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"1191",0,1,4,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,1,4,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7
"1192",1,2,14,2,28,0.56,2,46138,40,20,20,20,0,0,19,28,2,41191,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"1193",0,2,9,2,26,0.6,2,46138,25,25,25,13,12,0,21,26,2,20000,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"1194",1,1,9,6,25,0.81,2,46138,20,20,20,20,10,10,10,25,6,28524,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6
"1195",0,1,4,2,22,-0.58,7,46138,30,10,20,30,0,10,3,22,2,41191,3,5,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"1196",0,2,5,4,22,-0.21,7,46138,40,8,10,12,10,20,4,22,4,46166,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9
"1197",1,2,20,2,30,-0.1,7,46138,40,10,20,10,0,20,21,30,2,35627,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"1198",0,1,7,4,19,0.13,10,17378,25,10,20,20,10,15,5,19,4,41191,2,7,4,5,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
"1199",1,2,5,6,32,0.5,2,46138,20,10,30,20,10,10,12,32,6,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"1200",0,2,15,3,22,0.06,1,23361,10,20,35,10,5,20,4,22,3,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"1201",0,1,3,4,23,-0.09,10,46138,15,15,15,15,15,25,18,23,4,56056,2,7,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9
"1202",0,2,2,2,30,0.29,7,46138,40,10,20,10,0,20,21,30,2,20000,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"1203",0,2,5,2,22,0,7,46138,20,25,20,15,5,15,15,22,2,45736,2,4,2,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2
"1204",1,1,1,4,23,-0.02,10,46138,15,15,15,15,15,25,18,23,4,41191,2,6,1,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8
"1205",1,2,5,2,30,-0.14,2,46138,20,20,25,25,5,5,2,30,2,33772,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
"1206",0,2,16,2,27,-0.38,1,46138,30,20,15,15,8,12,14,27,2,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"1207",1,2,17,4,27,0.43,4,46138,20,20,15,15,12,18,11,27,4,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"1208",1,2,5,2,25,0.17,2,43844,27,15,28,10,10,10,11,25,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"1209",0,2,2,1,30,0.24,9,55080,30,25,20,15,5,5,15,30,1,31809,2,7,2,7,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5
"1210",0,1,7,6,27,0.15,7,49841,25,15,20,20,15,5,10,27,6,37405,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"1211",0,1,5,2,24,0.58,13,46138,25,7,35,20,8,5,16,24,2,29236,4,2,1,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7
"1212",1,2,20,1,23,0.47,7,46138,25,15,20,20,10,10,11,23,1,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"1213",1,2,4,2,32,0.37,7,46138,50,0,10,30,0,10,21,32,2,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"1214",0,2,14,4,25,0.13,6,42096,25,20,25,20,10,0,2,25,4,30038,2,6,2,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
"1215",0,2,20,2,27,0.49,1,46138,30,20,15,15,8,12,14,27,2,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"1216",0,2,8,3,32,0.53,4,46138,20,20,20,15,10,15,19,32,3,41191,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7
"1217",0,2,14,1,23,0.2,1,39919,20,25,25,10,10,10,2,23,1,41191,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
"1218",1,2,9,4,22,0.67,1,61686,20,5,25,25,5,20,21,22,4,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"1219",0,1,3,4,24,0.47,7,45017,15,15,20,15,15,20,20,24,4,48876,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6
"1220",0,2,6,4,27,0.43,7,46138,20,20,20,20,10,10,4,27,4,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"1221",1,2,6,2,28,0.5,4,46138,40,15,20,10,5,10,2,28,2,41191,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
"1222",1,2,3,2,27,-0.13,13,46138,30,15,20,25,5,5,14,27,2,41191,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7
"1223",0,2,7,2,25,0.52,2,46138,25,20,30,15,5,5,11,25,2,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"1224",1,2,8,2,29,-0.09,7,46138,45,10,10,30,0,5,15,29,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"1225",0,2,9,2,36,0.64,2,23207,20,16,16,16,16,16,12,36,2,32563,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"1226",0,1,4,3,25,0.73,17,46138,20,15,30,10,15,10,13,25,3,41191,6,6,2,2,3,2,7,7,10,10,3,1,4,10,2,10,7,6,8,2,1
"1227",0,2,14,4,23,0.47,5,28891,20,25,20,15,10,10,2,23,4,36485,1,4,3,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
"1228",0,2,7,4,27,0.24,2,46138,17,19,18,17,11,18,12,27,4,32563,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"1229",0,2,2,2,28,0.42,2,46138,40,20,20,20,0,0,19,28,2,22161,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9
"1230",1,1,9,6,27,0.09,7,49841,25,15,20,20,15,5,10,27,6,61141,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3
"1231",0,1,8,4,20,-0.23,10,46138,80,10,10,20,8,10,5,20,4,43636,5,7,1,2,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4
"1232",1,2,9,2,34,0.74,2,46138,30,10,30,10,5,15,11,34,2,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"1233",0,2,9,4,23,0.41,5,28891,20,25,20,15,10,10,2,23,4,41191,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
"1234",0,2,10,4,30,0.54,7,46138,50,10,10,10,5,15,14,30,4,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"1235",0,2,2,4,30,-0.43,1,46138,30,20,10,30,0,10,2,30,4,24997,5,6,4,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
"1236",0,2,14,2,29,0.55,7,46138,30,20,20,20,10,0,21,29,2,49642,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"1237",1,2,21,4,23,0.54,7,46138,25,15,20,20,10,10,21,23,4,71787,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3
"1238",1,2,3,2,26,0.21,7,46138,20,35,20,10,10,5,2,26,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1239",1,2,7,2,24,0.26,2,46138,25,35,30,10,0,0,2,24,2,17134,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
"1240",1,1,2,2,24,-0.21,7,46138,100,0,0,0,0,0,1,24,2,41191,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"1241",1,2,16,1,23,0.21,1,39919,20,25,25,10,10,10,2,23,1,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"1242",0,1,4,2,27,0.14,2,46138,35,20,20,20,0,5,1,27,2,69487,2,7,1,5,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1
"1243",1,2,8,4,27,-0.37,7,46138,50,10,10,10,10,10,11,27,4,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"1244",1,2,13,4,25,0.56,6,46138,15,10,30,10,5,30,4,25,4,46166,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9
"1245",0,2,10,4,29,0.19,7,57513,50,20,10,10,5,5,12,29,4,39394,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"1246",1,2,22,2,30,0.52,7,46138,35,10,20,25,5,5,21,30,2,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"1247",0,2,4,2,29,0.91,6,46138,30,15,20,10,10,15,19,29,2,41191,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7
"1248",1,2,5,2,28,-0.2,4,46138,40,15,20,10,5,10,2,28,2,17134,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
"1249",1,2,14,2,26,-0.24,7,46138,20,35,20,10,10,5,2,26,2,23152,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
"1250",1,2,1,1,25,-0.24,1,41547,30,15,20,20,0,5,4,25,1,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"1251",1,1,6,2,32,0.05,1,46138,18,10,30,10,10,22,10,32,2,44346,3,7,3,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4
"1252",0,1,1,2,26,0.63,7,32159,25,10,20,20,15,10,3,26,2,50948,3,6,1,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"1253",1,2,15,1,27,0.41,1,12063,35,10,20,15,10,10,2,27,1,33772,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
"1254",1,2,9,2,29,0.36,7,46138,45,10,10,30,0,5,15,29,2,65693,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4
"1255",0,2,3,2,27,0.36,6,46138,19,13,18,18,10,22,12,27,2,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"1256",0,1,1,6,27,0.15,7,49841,25,15,20,20,15,5,10,27,6,41191,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
