"","iso2","year","m5_14","m15_24","m25_34","m35_44","m45_54","m55_64","m65","f5_14","f15_24","f25_34","f35_44","f45_54","f55_64","f65"
"3161","MA",2003,NA,2225,2347,1667,1004,525,550,NA,1455,1029,633,431,366,351
"3162","MA",2004,NA,2081,2397,1676,1114,533,539,NA,1196,981,517,373,331,325
"3163","MA",2005,NA,2222,2515,1583,1057,580,591,NA,1330,943,546,403,343,398
"3164","MA",2006,69,2104,2373,1498,1036,527,551,149,1273,1025,597,426,335,307
"3165","MA",2007,70,2098,2370,1545,1165,545,529,117,1177,837,444,354,306,370
"3166","MA",2008,46,1992,2372,1514,1179,633,589,120,1081,803,479,360,290,358
"3167","MC",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168","MC",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3169","MC",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3170","MC",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171","MC",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3172","MC",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3173","MC",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174","MC",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3175","MC",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3176","MC",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177","MC",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3178","MC",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179","MC",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3180","MC",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3181","MC",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182","MC",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3183","MC",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184","MC",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3185","MC",1999,NA,0,0,0,1,0,0,NA,0,0,0,0,0,1
"3186","MC",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187","MC",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3188","MC",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3189","MC",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3190","MC",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191","MC",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3192","MD",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3193","MD",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194","MD",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","MD",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","MD",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3197","MD",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3198","MD",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3199","MD",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200","MD",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201","MD",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3202","MD",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3203","MD",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3204","MD",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3205","MD",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3206","MD",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207","MD",1995,NA,55,115,166,95,65,15,NA,42,38,31,19,10,12
"3208","MD",1996,NA,26,33,55,34,9,5,NA,10,14,18,4,3,6
"3209","MD",1997,NA,51,65,86,47,35,13,NA,24,32,16,14,6,8
"3210","MD",1998,NA,72,67,116,56,36,16,NA,34,20,34,10,5,7
"3211","MD",1999,NA,89,123,144,84,29,14,NA,31,32,27,19,7,6
"3212","MD",2000,NA,52,31,36,13,13,6,NA,16,32,45,23,14,6
"3213","MD",2001,NA,152,197,230,158,62,32,NA,58,61,46,33,14,10
"3214","MD",2002,NA,159,220,237,181,49,33,NA,71,76,41,32,23,8
"3215","MD",2003,NA,152,201,252,206,62,25,NA,101,71,64,40,16,22
"3216","MD",2004,NA,210,277,284,267,89,42,NA,91,97,57,53,28,22
"3217","MD",2005,2,211,337,345,313,106,31,3,97,92,57,61,23,18
"3218","MD",2006,NA,175,302,349,312,106,32,NA,91,108,72,67,25,31
"3219","MD",2007,0,181,281,343,314,107,35,2,97,85,57,58,25,25
"3220","MD",2008,1,167,271,314,317,105,32,2,85,81,57,52,22,25
"3221","ME",2005,0,3,5,7,15,4,8,0,0,7,3,4,0,8
"3222","ME",2006,0,0,7,7,12,9,3,0,3,4,4,4,3,2
"3223","ME",2007,0,0,6,3,10,1,3,0,3,3,4,3,3,1
"3224","ME",2008,0,2,7,10,5,5,1,0,4,5,5,10,4,7
"3225","MG",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3226","MG",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3227","MG",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3228","MG",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3229","MG",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3230","MG",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3231","MG",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3232","MG",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3233","MG",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3234","MG",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3235","MG",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3236","MG",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3237","MG",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3238","MG",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3239","MG",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3240","MG",1995,NA,791,1289,1173,630,423,242,NA,799,1108,744,340,230,78
"3241","MG",1996,NA,888,1325,1271,673,484,285,NA,808,1031,744,393,197,79
"3242","MG",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3243","MG",1998,NA,827,1545,1420,829,485,282,NA,852,1193,824,430,253,117
"3244","MG",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3245","MG",2001,NA,1033,1588,1625,1094,613,404,NA,1010,1349,1094,546,289,154
"3246","MG",2002,NA,1023,1594,1563,1174,609,398,NA,983,1372,1000,598,234,135
"3247","MG",2003,NA,1249,1830,1839,1413,723,438,NA,1164,1578,1240,743,326,191
"3248","MG",2004,NA,1025,1593,1482,1026,495,300,NA,950,1130,841,513,220,95
"3249","MG",2005,NA,1159,1867,1732,1349,582,333,NA,1012,1451,1047,614,248,129
"3250","MG",2006,NA,1500,2391,2220,1714,766,458,NA,1458,1944,1444,874,353,166
"3251","MG",2007,102,1473,2353,2097,1671,823,438,207,1456,1810,1354,880,378,192
"3252","MG",2008,121,1499,2294,2113,1669,836,465,232,1433,1846,1352,911,383,171
"3253","MH",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3254","MH",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3255","MH",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3256","MH",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3257","MH",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3258","MH",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3259","MH",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3260","MH",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3261","MH",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3262","MH",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3263","MH",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264","MH",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3265","MH",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3266","MH",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267","MH",1996,NA,8,3,3,5,3,0,NA,7,3,3,2,3,2
"3268","MH",1998,NA,2,0,1,1,1,0,NA,1,3,1,0,1,0
"3269","MH",1999,NA,10,3,4,1,6,0,NA,10,7,2,2,2,0
"3270","MH",2000,NA,5,4,1,3,5,3,NA,7,3,0,2,2,0
"3271","MH",2001,NA,8,4,2,4,2,0,NA,6,4,7,8,2,1
"3272","MH",2002,NA,1,2,1,3,2,2,NA,2,0,0,3,1,1
"3273","MH",2003,NA,4,2,7,7,2,2,NA,9,2,4,6,1,4
"3274","MH",2004,NA,5,4,3,3,2,NA,NA,7,5,3,3,0,1
"3275","MH",2005,NA,4,4,5,6,1,1,NA,9,2,4,3,4,2
"3276","MH",2006,NA,4,3,4,6,3,2,NA,2,3,3,7,4,2
"3277","MH",2007,0,1,1,2,5,1,0,0,3,3,2,3,3,0
"3278","MH",2008,1,1,1,2,3,0,0,2,3,2,4,5,1,0
"3279","MK",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3280","MK",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281","MK",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3282","MK",1995,NA,15,42,45,33,29,24,NA,32,30,20,11,17,17
"3283","MK",1996,NA,17,20,35,16,25,22,NA,15,25,17,9,19,12
"3284","MK",1997,NA,8,21,25,24,21,21,NA,14,19,13,6,7,11
"3285","MK",1998,NA,14,19,56,18,21,13,NA,16,18,8,8,6,4
"3286","MK",1999,NA,11,10,19,27,15,5,NA,7,9,5,1,10,1
"3287","MK",2000,NA,8,14,20,19,20,14,NA,15,14,17,5,5,10
"3288","MK",2001,NA,10,17,17,15,21,16,NA,17,18,14,7,3,7
"3289","MK",2002,NA,20,17,28,31,22,7,NA,18,24,12,4,6,6
"3290","MK",2003,NA,20,23,35,28,17,17,NA,16,16,9,9,1,8
"3291","MK",2004,NA,12,18,19,33,21,15,NA,15,20,19,6,3,17
"3292","MK",2005,2,14,20,23,20,18,13,1,17,13,10,7,5,13
"3293","MK",2006,0,15,15,25,37,18,7,3,16,9,9,6,7,11
"3294","MK",2007,1,12,22,27,46,21,19,4,11,12,9,4,4,8
"3295","MK",2008,1,18,21,13,25,15,15,2,24,15,14,8,7,10
"3296","ML",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297","ML",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298","ML",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3299","ML",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300","ML",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3301","ML",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302","ML",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3303","ML",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3304","ML",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3305","ML",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306","ML",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307","ML",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3308","ML",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3309","ML",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310","ML",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311","ML",1995,NA,72,357,294,181,138,102,NA,132,184,128,107,61,52
"3312","ML",1996,NA,182,408,364,226,157,136,NA,153,197,128,95,51,36
"3313","ML",1997,NA,226,559,493,357,255,164,NA,178,264,167,111,60,34
"3314","ML",1998,NA,193,501,428,308,205,130,NA,173,237,164,88,79,30
"3315","ML",1999,NA,235,475,429,315,216,129,NA,180,226,171,120,96,58
"3316","ML",2000,NA,206,430,396,297,235,144,NA,174,232,152,106,75,43
"3317","ML",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318","ML",2002,NA,209,547,447,430,151,72,NA,141,250,166,190,71,24
"3319","ML",2003,NA,348,619,438,330,201,115,NA,172,278,212,123,73,45
"3320","ML",2004,NA,302,584,473,316,219,147,NA,191,284,183,151,105,57
"3321","ML",2005,NA,350,628,539,365,263,193,NA,208,348,245,152,101,72
"3322","ML",2006,NA,361,679,550,436,272,216,NA,250,371,249,168,116,76
"3323","ML",2007,NA,369,696,570,422,291,213,NA,263,385,258,160,113,95
"3324","ML",2008,20,453,809,640,503,314,250,34,332,516,320,245,172,121
"3325","MM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326","MM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327","MM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328","MM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329","MM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","MM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","MM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","MM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333","MM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","MM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","MM",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","MM",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337","MM",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338","MM",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339","MM",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340","MM",1995,NA,713,1423,1401,977,677,298,NA,535,729,729,450,343,154
"3341","MM",1996,NA,767,1511,1535,1110,798,400,NA,577,938,817,558,408,184
"3342","MM",1997,NA,676,1452,1405,1061,753,441,NA,535,883,715,492,308,183
"3343","MM",1998,NA,798,1491,1584,1187,763,438,NA,650,997,856,577,382,229
"3344","MM",1999,NA,936,1800,1805,1366,833,540,NA,737,1076,919,647,420,284
"3345","MM",2000,NA,1459,2636,2781,2161,1235,836,NA,1040,1592,1397,987,592,378
"3346","MM",2001,NA,1800,3253,3353,2624,1443,931,NA,1306,1918,1568,1186,650,487
"3347","MM",2002,NA,2125,3986,4016,3022,1671,1067,NA,1563,2044,1758,1348,845,544
"3348","MM",2003,NA,2536,4408,4427,3269,1974,1296,NA,1781,2442,2003,1491,943,617
"3349","MM",2004,NA,2777,5025,4966,4081,2271,1567,NA,2020,2622,2228,1800,1122,713
"3350","MM",2005,NA,3401,5877,5888,4585,2557,1764,NA,2376,3047,2563,2101,1218,885
"3351","MM",2006,NA,3572,6328,6536,5143,2988,2033,NA,2453,3338,2820,2282,1448,1016
"3352","MM",2007,NA,3591,6569,6826,5507,3152,2155,NA,2719,3500,2998,2486,1601,1198
"3353","MM",2008,NA,3416,6311,6396,5327,3312,2235,NA,2526,3474,2850,2357,1644,1102
"3354","MN",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","MN",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","MN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357","MN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358","MN",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359","MN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360","MN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361","MN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362","MN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363","MN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364","MN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365","MN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366","MN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367","MN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368","MN",1994,NA,23,40,25,19,6,1,NA,27,24,13,8,2,1
"3369","MN",1995,NA,99,111,68,19,13,15,NA,70,78,33,15,9,25
"3370","MN",1996,NA,103,150,91,42,24,19,NA,98,114,45,27,19,12
"3371","MN",1997,NA,173,298,204,72,32,17,NA,109,134,71,21,13,9
"3372","MN",1998,NA,213,251,158,65,32,22,NA,162,221,115,32,21,15
"3373","MN",1999,NA,213,314,178,63,34,26,NA,205,252,113,43,18,17
"3374","MN",2000,NA,181,260,171,68,38,23,NA,200,213,113,41,26,17
"3375","MN",2001,NA,236,269,179,86,45,36,NA,253,260,125,48,28,29
"3376","MN",2002,NA,242,272,184,94,57,47,NA,263,253,133,55,22,23
"3377","MN",2003,NA,206,217,171,93,55,39,NA,254,233,148,45,32,19
"3378","MN",2004,NA,287,256,229,112,54,43,NA,283,249,162,62,24,23
"3379","MN",2005,NA,271,253,232,147,52,36,NA,320,270,145,63,32,25
"3380","MN",2006,NA,317,335,241,157,64,41,NA,372,265,180,81,24,29
"3381","MN",2007,NA,280,270,232,158,48,34,NA,273,250,139,80,36,29
"3382","MN",2008,NA,289,260,235,151,59,36,NA,283,229,127,86,32,26
"3383","MO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384","MO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385","MO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386","MO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387","MO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388","MO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389","MO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390","MO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391","MO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","MO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393","MO",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394","MO",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395","MO",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3396","MO",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397","MO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3398","MO",1995,NA,7,19,20,13,12,16,NA,9,18,12,4,5,6
"3399","MO",1996,NA,16,29,34,20,16,26,NA,10,21,14,3,3,11
"3400","MO",1997,NA,15,38,47,37,34,55,NA,10,16,21,5,6,15
"3401","MO",1998,NA,11,26,42,23,28,56,NA,9,13,22,6,3,21
"3402","MO",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403","MO",2000,NA,10,8,25,22,9,17,NA,10,4,6,6,3,13
"3404","MO",2001,NA,9,17,26,25,11,23,NA,5,7,11,10,1,11
"3405","MO",2002,NA,13,8,21,20,17,21,NA,7,10,7,9,1,11
"3406","MO",2003,NA,9,9,16,27,9,27,NA,7,7,11,7,4,5
"3407","MO",2004,NA,8,7,18,31,12,14,NA,5,7,12,3,2,9
"3408","MO",2005,NA,6,9,21,23,17,22,NA,5,9,7,8,1,5
"3409","MO",2006,NA,15,6,17,32,19,19,NA,7,8,9,4,3,4
"3410","MO",2007,0,14,12,14,30,16,13,0,10,4,6,8,3,6
"3411","MO",2008,1,18,12,10,29,19,13,2,7,6,5,6,6,5
"3412","MP",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3413","MP",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3414","MP",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3415","MP",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3416","MP",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3417","MP",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418","MP",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419","MP",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3420","MP",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3421","MP",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3422","MP",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423","MP",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424","MP",1995,NA,1,3,5,10,3,3,NA,0,2,6,4,1,1
"3425","MP",1996,NA,2,8,5,3,1,1,NA,1,1,0,1,1,1
"3426","MP",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3427","MP",1998,NA,0,6,3,5,2,2,NA,3,4,1,0,0,0
"3428","MP",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3429","MP",2000,NA,4,8,9,9,3,2,NA,10,17,7,3,1,1
"3430","MP",2001,NA,1,3,0,4,2,0,NA,5,4,0,0,0,0
"3431","MP",2002,NA,2,3,7,10,5,2,NA,9,10,3,1,0,0
"3432","MP",2003,NA,2,2,2,1,0,2,NA,3,0,2,1,0,0
"3433","MP",2004,NA,0,2,2,4,1,0,NA,1,2,1,1,0,0
"3434","MP",2005,NA,0,1,3,4,1,2,NA,0,0,1,1,1,1
"3435","MP",2006,NA,0,2,3,1,0,0,NA,2,2,3,1,0,1
"3436","MP",2007,0,0,0,3,4,0,2,0,0,2,1,1,1,2
"3437","MP",2008,0,1,0,1,5,0,3,0,0,0,2,0,1,0
"3438","MR",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439","MR",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440","MR",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441","MR",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442","MR",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443","MR",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444","MR",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445","MR",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3446","MR",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3447","MR",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448","MR",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449","MR",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450","MR",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451","MR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452","MR",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453","MR",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454","MR",1997,NA,165,321,341,613,232,185,NA,131,319,230,484,384,70
